company,website,symbol,dividend,announcement_date,record_date,ex_date,pay_date
Safety Insurance Group Inc,http://www.safetyinsurance.com,SAFT,0.8,2018-10-31,2018-12-03,2018-11-30,2018-12-14
Stella-Jones Inc,,SJ:CA,0.12,2018-11-02,2018-12-03,2018-11-30,2018-12-20
TransAlta Corp,,TA:CA,0.04,2018-10-10,2018-12-03,2018-11-30,2019-01-01
Triton International Ltd,http://www.trtn.com,TRTN,0.52,2018-11-02,2018-12-03,2018-11-30,2018-12-20
Wendys Co,http://www.wendys.com/en-us/about-wendys,WEN,0.085,2018-11-01,2018-12-03,2018-11-30,2018-12-17
Cass Information Systems Inc,http://www.cassinfo.com,CASS,0.26,2018-10-25,2018-12-04,2018-12-03,2018-12-14
Cedar Fair LP,http://www.cedarfair.com,FUN,0.925,2018-10-30,2018-12-04,2018-12-03,2018-12-17
CompX International Inc,http://www.compx.com,CIX,0.05,2018-11-01,2018-12-04,2018-12-03,2018-12-11
Fluor Corp,http://www.fluor.com,FLR,0.21,2018-10-31,2018-12-04,2018-12-03,2019-01-03
Kronos Worldwide Inc,http://kronostio2.com,KRO,0.17,2018-10-25,2018-12-04,2018-12-03,2018-12-13
NIC Inc,http://www.egov.com,EGOV,0.08,2018-11-01,2018-12-04,2018-12-03,2018-12-18
Saputo Inc,,SAP:CA,0.165,2018-11-01,2018-12-04,2018-12-03,2018-12-14
Tenneco Inc,http://www.tenneco.com,TEN,0.25,2018-10-10,2018-12-04,2018-12-03,2018-12-21
Valhi Inc,http://www.valhi.net,VHI,0.02,2018-11-01,2018-12-04,2018-12-03,2018-12-20
Whitestone REIT,http://www.whitestonereit.com,WSR,0.095,2018-09-19,2018-12-04,2018-12-03,2018-12-13
Wingstop Inc,http://www.wingstop.com,WING,0.09,2018-10-29,2018-12-04,2018-12-03,2018-12-18
Franco-Nevada Corp,,FNV:CA,0.24,2018-11-05,2018-12-06,2018-12-05,2018-12-20
Gladstone Investment Corp,http://www.gladstoneinvestment.com,GAIN,0.06,2018-10-09,2018-12-06,2018-12-05,2018-12-14
Liberty Oilfield Services Inc,http://www.libertyfrac.com,LBRT,0.05,2018-10-23,2018-12-06,2018-12-05,2018-12-20
Mosaic Co,http://www.mosaicco.com,MOS,0.025,2018-10-18,2018-12-06,2018-12-05,2018-12-20
Newmont Mining Corp,http://www.newmont.com,NEM,0.14,2018-10-24,2018-12-06,2018-12-05,2018-12-27
Old Dominion Freight Line Inc,http://www.odfl.com,ODFL,0.13,2018-11-01,2018-12-06,2018-12-05,2018-12-20
Patterson-UTI Energy Inc,http://www.patenergy.com,PTEN,0.04,2018-10-25,2018-12-06,2018-12-05,2018-12-20
Qualcomm Inc,http://www.qualcomm.com,QCOM,0.62,2018-10-23,2018-12-06,2018-12-05,2018-12-20
Resolute Forest Products Inc,http://www.resolutefp.com,RFP,1.5,2018-11-01,2018-12-06,2018-12-05,2018-12-20
Travelport Worldwide Ltd,http://www.travelport.com,TVPT,0.075,2018-11-01,2018-12-06,2018-12-05,2018-12-20
Vishay Intertechnology Inc,http://www.vishay.com,VSH,0.085,2018-10-29,2018-12-06,2018-12-05,2018-12-20
American National Insurance Co,http://www.americannational.com,ANAT,0.82,2018-10-25,2018-12-07,2018-12-06,2018-12-21
Arthur J Gallagher & Co,http://www.ajg.com,AJG,0.41,2018-10-24,2018-12-07,2018-12-06,2018-12-21
Atco Ltd,,ACO_X:CA,0.3766,2018-10-11,2018-12-07,2018-12-06,2018-12-31
Bank of America Corp,http://www.bankofamerica.com,BAC,0.15,2018-10-24,2018-12-07,2018-12-06,2018-12-28
Brinker International Inc,http://www.brinker.com,EAT,0.38,2018-10-30,2018-12-07,2018-12-06,2018-12-27
Canadian National Railway Co,,CNR:CA,0.455,2018-10-23,2018-12-07,2018-12-06,2018-12-28
Chemical Financial Corp,http://www.chemicalbank.com,CHFC,0.34,2018-10-23,2018-12-07,2018-12-06,2018-12-21
Churchill Downs Inc,http://www.churchilldownsincorporated.com,CHDN,1.63,2018-10-31,2018-12-07,2018-12-06,2019-01-04
Citrix Systems Inc,http://www.citrix.com,CTXS,0.35,2018-10-24,2018-12-07,2018-12-06,2018-12-21
Dominion Energy Inc,http://www.dominionenergy.com,D,0.835,2018-10-31,2018-12-07,2018-12-06,2018-12-20
Exponent Inc,http://www.exponent.com,EXPO,0.13,2018-10-18,2018-12-07,2018-12-06,2018-12-21
Fidus Investment Corp,http://www.fdus.com,FDUS,0.39,2018-11-01,2018-12-07,2018-12-06,2018-12-21
Fidus Investment Corp,http://www.fdus.com,FDUS,0.04,2018-11-01,2018-12-07,2018-12-06,2018-12-21
General Motors Co,http://www.gm.com,GM,0.38,2018-10-30,2018-12-07,2018-12-06,2018-12-20
ICF International Inc,http://www.icf.com,ICFI,0.14,2018-11-01,2018-12-07,2018-12-06,2019-01-16
Ingersoll-Rand PLC,http://www.company.ingersollrand.com,IR,0.53,2018-10-03,2018-12-07,2018-12-06,2018-12-31
ITT Inc,http://www.itt.com,ITT,0.134,2018-10-16,2018-12-07,2018-12-06,2018-12-28
Kforce Inc,http://www.kforce.com,KFRC,0.18,2018-10-31,2018-12-07,2018-12-06,2018-12-21
Lundin Mining Corp,,LUN:CA,0.03,2018-10-24,2018-12-07,2018-12-06,2018-12-19
ManTech International Corp,http://www.mantech.com,MANT,0.25,2018-11-01,2018-12-07,2018-12-06,2018-12-21
Maple Leaf Foods Inc,,MFI:CA,0.13,2018-10-25,2018-12-07,2018-12-06,2018-12-28
Mercantile Bank Corp,http://www.mercbank.com,MBWM,0.25,2018-10-16,2018-12-07,2018-12-06,2018-12-19
Mercantile Bank Corp,http://www.mercbank.com,MBWM,0.75,2018-10-16,2018-12-07,2018-12-06,2018-12-19
